transformation_signature,reaction_center_signature,reaction_type,canonical_reaction,raw_token_count,encoded_token_count,unknown_token_count,unknown_tokens,transformation_split,reaction_center_split
SMILES:Cc1cc(C)c(CN2CCc3c(Cl)cc(B4OC(C)(C)C(C)(C)O4)c(Cl)c3C2=O)c(OCc2ccccc2)n1.SMILES:Cc1nnn(C)c1I>>SMILES:Cc1cc(C)c(CN2CCc3c(Cl)cc(-c4c(C)nnn4C)c(Cl)c3C2=O)c(OCc2ccccc2)n1,6d23a81cfe691d9a,SUZUKI,Cc1cc(C)c(CN2CCc3c(Cl)cc(B4OC(C)(C)C(C)(C)O4)c(Cl)c3C2=O)c(OCc2ccccc2)n1.Cc1nnn(C)c1I>>Cc1cc(C)c(CN2CCc3c(Cl)cc(-c4c(C)nnn4C)c(Cl)c3C2=O)c(OCc2ccccc2)n1,147,149,0,[],train,valid
SMILES:Cc1cc(C)c(CN2CCc3c(Cl)cc(Br)c(Cl)c3C2=O)c(OCc2ccccc2)n1.SMILES:Cc1cn(C)nn1>>SMILES:Cc1cc(C)c(CN2CCc3c(Cl)cc(-c4c(C)nnn4C)c(Cl)c3C2=O)c(OCc2ccccc2)n1,ec8292501f73ae7e,CH ACTIVATION,Cc1cc(C)c(CN2CCc3c(Cl)cc(Br)c(Cl)c3C2=O)c(OCc2ccccc2)n1.Cc1cn(C)nn1>>Cc1cc(C)c(CN2CCc3c(Cl)cc(-c4c(C)nnn4C)c(Cl)c3C2=O)c(OCc2ccccc2)n1,128,130,0,[],train,train
SMILES:Cc1cc(C)c(CN2CCc3c(Cl)cc(C(=O)C4CCN(C(=O)OC(C)(C)C)CC4)c(Cl)c3C2=O)c(OCc2ccccc2)n1>>SMILES:Cc1cc(C)c(CN2CCc3c(Cl)cc(C(O)C4CCN(C(=O)OC(C)(C)C)CC4)c(Cl)c3C2=O)c(OCc2ccccc2)n1,a46c4723dd96a6b3,HYDROGENATION,Cc1cc(C)c(CN2CCc3c(Cl)cc(C(=O)C4CCN(C(=O)OC(C)(C)C)CC4)c(Cl)c3C2=O)c(OCc2ccccc2)n1>>Cc1cc(C)c(CN2CCc3c(Cl)cc(C(O)C4CCN(C(=O)OC(C)(C)C)CC4)c(Cl)c3C2=O)c(OCc2ccccc2)n1,160,162,0,[],test,train
SMILES:Cc1cc(C)c(CN2CCc3c(Cl)cc(C(=O)[C@@H]4CCOC4)c(Cl)c3C2=O)c(OCc2ccccc2)n1>>SMILES:Cc1cc(C)c(CN2CCc3c(Cl)cc(C(=O)[C@@H]4CCOC4)c(Cl)c3C2=O)c(OCc2ccccc2)n1,4f53cda18c2baa0c,HYDROGENATION,Cc1cc(C)c(CN2CCc3c(Cl)cc(C(=O)[C@@H]4CCOC4)c(Cl)c3C2=O)c(OCc2ccccc2)n1>>Cc1cc(C)c(CN2CCc3c(Cl)cc(C(=O)[C@@H]4CCOC4)c(Cl)c3C2=O)c(OCc2ccccc2)n1,127,129,0,[],train,train
SMILES:Cc1cc(C)c(CN2CCc3cc[c]([Sn]([CH3])([CH3])[CH3])c(Cl)c3C2=O)c(OCc2ccccc2)n1.SMILES:Cc1ncn(C)c1Br>>SMILES:Cc1cc(C)c(CN2CCc3ccc(-c4c(C)ncn4C)c(Cl)c3C2=O)c(OCc2ccccc2)n1,382a4ec63c42157f,STILLE,Cc1cc(C)c(CN2CCc3cc[c]([Sn]([CH3])([CH3])[CH3])c(Cl)c3C2=O)c(OCc2ccccc2)n1.Cc1ncn(C)c1Br>>Cc1cc(C)c(CN2CCc3ccc(-c4c(C)ncn4C)c(Cl)c3C2=O)c(OCc2ccccc2)n1,130,132,0,[],valid,train
SMILES:Cc1cc(C)c(CN2CCc3ccc(OS(=O)(=O)C(F)(F)F)c(Cl)c3C2=O)c(OCc2ccccc2)n1.SMILES:Cc1cn(C)nn1.SMILES:[Cu][I]>>SMILES:Cc1cc(C)c(CN2CCc3ccc(-c4c(C)nnn4C)c(Cl)c3C2=O)c(OCc2ccccc2)n1,74235018193069a0,PD COUPLING,Cc1cc(C)c(CN2CCc3ccc(OS(=O)(=O)C(F)(F)F)c(Cl)c3C2=O)c(OCc2ccccc2)n1.Cc1cn(C)nn1.[Cu][I]>>Cc1cc(C)c(CN2CCc3ccc(-c4c(C)nnn4C)c(Cl)c3C2=O)c(OCc2ccccc2)n1,142,144,0,[],test,test
SMILES:Cc1cc(C)c(CN2CCc3ccc(OS(=O)(=O)C(F)(F)F)c(Cl)c3C2=O)c(OCc2ccccc2)n1.SMILES:Cc1cn(C)nn1>>SMILES:Cc1cc(C)c(CN2CCc3ccc(-c4c(C)nnn4C)c(Cl)c3C2=O)c(OCc2ccccc2)n1,fa577c4b9ae96dfb,PD COUPLING,Cc1cc(C)c(CN2CCc3ccc(OS(=O)(=O)C(F)(F)F)c(Cl)c3C2=O)c(OCc2ccccc2)n1.Cc1cn(C)nn1>>Cc1cc(C)c(CN2CCc3ccc(-c4c(C)nnn4C)c(Cl)c3C2=O)c(OCc2ccccc2)n1,139,141,0,[],train,test
SMILES:Cc1cc(C)nc(N)n1.SMILES:O=[N+]([O-])c1cc(C(F)(F)F)ccc1Cl>>SMILES:Cc1cc(C)nc(Nc2ccc(C(F)(F)F)cc2[N+](=O)[O-])n1,62b6d3183cccbde4,SNAR,Cc1cc(C)nc(N)n1.O=[N+]([O-])c1cc(C(F)(F)F)ccc1Cl>>Cc1cc(C)nc(Nc2ccc(C(F)(F)F)cc2[N+](=O)[O-])n1,81,83,0,[],train,train
SMILES:Cc1cc(C)nc(N)n1.SMILES:O=[N+]([O-])c1cc(C(F)(F)F)ccc1F>>SMILES:Cc1cc(C)nc(Nc2ccc(C(F)(F)F)cc2[N+](=O)[O-])n1,7385d4a4db0d24fd,SNAR,Cc1cc(C)nc(N)n1.O=[N+]([O-])c1cc(C(F)(F)F)ccc1F>>Cc1cc(C)nc(Nc2ccc(C(F)(F)F)cc2[N+](=O)[O-])n1,81,83,0,[],train,train
SMILES:Cc1cc(CN(C)C(=O)c2ccc(F)c(Cl)c2[C@@H](C)Oc2nc(Br)cnc2N)n(C2CCN(C)CC2)n1>>SMILES:Cc1nn(C2CCN(C)CC2)c2c1-c1cnc(N)c(n1)O[C@H](C)c1c(ccc(F)c1Cl)C(=O)N(C)C2,f9380a475f3f59e2,HECK,Cc1cc(CN(C)C(=O)c2ccc(F)c(Cl)c2[C@@H](C)Oc2nc(Br)cnc2N)n(C2CCN(C)CC2)n1>>Cc1nn(C2CCN(C)CC2)c2c1-c1cnc(N)c(n1)O[C@H](C)c1c(ccc(F)c1Cl)C(=O)N(C)C2,131,133,0,[],train,test
SMILES:Cc1cc2c(cc1B1OC(C)(C)C(C)(C)O1)C(=O)N([C@H]1CCOC[C@@H]1O)CC2.SMILES:Cc1nc(-c2ccc(CCl)cc2)co1>>SMILES:Cc1nc(-c2ccc(Cc3cc4c(cc3C)CCN([C@H]3CCOC[C@@H]3O)C4=O)cc2)co1,359be8084e54a844,SUZUKI,Cc1cc2c(cc1B1OC(C)(C)C(C)(C)O1)C(=O)N([C@H]1CCOC[C@@H]1O)CC2.Cc1nc(-c2ccc(CCl)cc2)co1>>Cc1nc(-c2ccc(Cc3cc4c(cc3C)CCN([C@H]3CCOC[C@@H]3O)C4=O)cc2)co1,128,130,0,[],train,test
SMILES:Cc1ccc(-c2cnccn2)cc1.SMILES:F[B-](F)(F)F.F[B-](F)(F)F.F[N+]12CC[N+](CCl)(CC1)CC2>>SMILES:FCc1ccc(-c2cnccn2)cc1,2bb948905caf4dc2,FLUORINATION,Cc1ccc(-c2cnccn2)cc1.F[B-](F)(F)F.F[B-](F)(F)F.F[N+]12CC[N+](CCl)(CC1)CC2>>FCc1ccc(-c2cnccn2)cc1,82,84,0,[],test,train
SMILES:Cc1ccc2c(cnn2[C@H]2CCCCO2)c1C1=Cc2ncnc(N3CCN(C(=O)OC(C)(C)C)CC3)c2CC1>>SMILES:Cc1ccc2c(cnn2C2CCCCO2)c1C1CCc2c(ncnc2N2CCN(C(=O)OC(C)(C)C)CC2)C1,0e7bba1d40ed9f98,HYDROGENATION,Cc1ccc2c(cnn2[C@H]2CCCCO2)c1C1=Cc2ncnc(N3CCN(C(=O)OC(C)(C)C)CC3)c2CC1>>Cc1ccc2c(cnn2C2CCCCO2)c1C1CCc2c(ncnc2N2CCN(C(=O)OC(C)(C)C)CC2)C1,130,132,0,[],train,valid
SMILES:Cc1ccnc(-c2ccn(C)n2)c1>>SMILES:CC1CCNC(c2ccn(C)n2)C1,d008e4ee9591370c,HYDROGENATION,Cc1ccnc(-c2ccn(C)n2)c1>>CC1CCNC(c2ccn(C)n2)C1,44,46,0,[],train,train
SMILES:Cc1ccnc2ccccc12.SMILES:IC1CCCCC1.SMILES:O=C(O)C(F)(F)F>>SMILES:Cc1cc(C2CCCCC2)nc2ccccc12,02cca3e753038d30,PHOTOCHEMISTRY,Cc1ccnc2ccccc12.IC1CCCCC1.O=C(O)C(F)(F)F>>Cc1cc(C2CCCCC2)nc2ccccc12,66,68,0,[],train,valid
SMILES:Cc1cn(C)nn1.SMILES:O=C1NCCc2c(Br)cc(I)c(Cl)c21>>SMILES:Cc1nnn(C)c1-c1cc(Br)c2c(c1Cl)C(=O)NCC2,b2acbbdf7621a9d7,CH ACTIVATION,Cc1cn(C)nn1.O=C1NCCc2c(Br)cc(I)c(Cl)c21>>Cc1nnn(C)c1-c1cc(Br)c2c(c1Cl)C(=O)NCC2,74,76,0,[],valid,train
SMILES:Cc1cn(C)nn1.SMILES:O=C1NCCc2ccc(Br)c(Cl)c21>>SMILES:Cc1nnn(C)c1-c1ccc2c(c1Cl)C(=O)NCC2,c1b9db56a5344f15,CH ACTIVATION,Cc1cn(C)nn1.O=C1NCCc2ccc(Br)c(Cl)c21>>Cc1nnn(C)c1-c1ccc2c(c1Cl)C(=O)NCC2,68,70,0,[],train,train
SMILES:Cc1cn(C)nn1.SMILES:O=C1NCCc2ccc(I)c(Cl)c21>>SMILES:Cc1nnn(C)c1-c1ccc2c(c1Cl)C(=O)NCC2,9292bc8e8b8b5925,CH ACTIVATION,Cc1cn(C)nn1.O=C1NCCc2ccc(I)c(Cl)c21>>Cc1nnn(C)c1-c1ccc2c(c1Cl)C(=O)NCC2,68,70,0,[],train,train
SMILES:Cc1cnc(C(=O)N[C@H]2CCOC[C@@H]2O)cc1Cc1ccc(-c2cscn2)cc1>>SMILES:Cc1cnc(C(=O)N[C@H]2CCOC[C@@H]2O)cc1C(=O)c1ccc(-c2cscn2)cc1,3627d3e870b049ac,BIOMIMETIC OXIDATION,Cc1cnc(C(=O)N[C@H]2CCOC[C@@H]2O)cc1Cc1ccc(-c2cscn2)cc1>>Cc1cnc(C(=O)N[C@H]2CCOC[C@@H]2O)cc1C(=O)c1ccc(-c2cscn2)cc1,95,97,0,[],valid,train
SMILES:Cc1cncc(O)c1>>SMILES:CC1CNCC(O)C1,496bea0ec52fb25c,HYDROGENATION,Cc1cncc(O)c1>>CC1CNCC(O)C1,25,27,0,[],train,train
SMILES:Cc1n[nH]cc1[N+](=O)[O-].SMILES:OCCBr>>SMILES:Cc1nn(CCO)cc1[N+](=O)[O-],23983716bef53e33,ALKYLATION,Cc1n[nH]cc1[N+](=O)[O-].OCCBr>>Cc1nn(CCO)cc1[N+](=O)[O-],39,41,0,[],valid,valid
SMILES:Cc1n[nH]cc1[N+](=O)[O-].SMILES:OCCCl>>SMILES:Cc1nn(CCO)cc1[N+](=O)[O-],54c7ff7af37bc0d9,ALKYLATION,Cc1n[nH]cc1[N+](=O)[O-].OCCCl>>Cc1nn(CCO)cc1[N+](=O)[O-],39,41,0,[],test,train
SMILES:Cc1n[nH]cc1[N+](=O)[O-].SMILES:OCCI>>SMILES:Cc1nn(CCO)cc1[N+](=O)[O-],c1e0eba11ed68dd3,ALKYLATION,Cc1n[nH]cc1[N+](=O)[O-].OCCI>>Cc1nn(CCO)cc1[N+](=O)[O-],39,41,0,[],valid,train
SMILES:Cc1nc(N)nc2c1cc(Br)c(=O)n2C(C)C.SMILES:Cl.NO>>SMILES:Cc1nc(N)nc2c1cc(C(N)=O)c(=O)n2C(C)C,25beb1aa32e46611,CARBONYLATION,Cc1nc(N)nc2c1cc(Br)c(=O)n2C(C)C.Cl.NO>>Cc1nc(N)nc2c1cc(C(N)=O)c(=O)n2C(C)C,71,73,0,[],test,test
SMILES:Cc1nc(N)nc2c1cc(Br)c(=O)n2C(C)C.SMILES:N>>SMILES:Cc1nc(N)nc2c1cc(C(N)=O)c(=O)n2C(C)C,e41b2a158ce2371a,CARBONYLATION,Cc1nc(N)nc2c1cc(Br)c(=O)n2C(C)C.N>>Cc1nc(N)nc2c1cc(C(N)=O)c(=O)n2C(C)C,68,70,0,[],train,test
SMILES:Cc1nc(N)nc2c1cc(Br)c(=O)n2C(C)C.SMILES:[NH4+].[OH-]>>SMILES:Cc1nc(N)nc2c1cc(C(N)=O)c(=O)n2C(C)C,e41b2a158ce2371a,CARBONYLATION,Cc1nc(N)nc2c1cc(Br)c(=O)n2C(C)C.[NH4+].[OH-]>>Cc1nc(N)nc2c1cc(C(N)=O)c(=O)n2C(C)C,70,72,0,[],train,test
SMILES:Cc1ncnc2[nH]ccc12.SMILES:Cc1sc2nc(NCc3ccccc3)cnc2c1I>>SMILES:Cc1sc2nc(NCc3ccccc3)cnc2c1-n1ccc2c(Cl)ncnc21,1f17ea1a8feff8fa,BUCHWALD,Cc1ncnc2[nH]ccc12.Cc1sc2nc(NCc3ccccc3)cnc2c1I>>Cc1sc2nc(NCc3ccccc3)cnc2c1-n1ccc2c(Cl)ncnc21,86,88,0,[],train,train
SMILES:Cc1nn(C)cc1B1OC(C)(C)C(C)(C)O1.SMILES:Clc1cc(Cl)nc(Cl)n1>>SMILES:Cc1nn(C)cc1-c1cc(Cl)nc(Cl)n1,721adc304474836a,SUZUKI,Cc1nn(C)cc1B1OC(C)(C)C(C)(C)O1.Clc1cc(Cl)nc(Cl)n1>>Cc1nn(C)cc1-c1cc(Cl)nc(Cl)n1,73,75,0,[],train,test
SMILES:Cc1nn(C)cc1C1=NCCC1>>SMILES:Cc1nn(C)cc1C1CCCN1,41502c1f193d88cf,HYDROGENATION,Cc1nn(C)cc1C1=NCCC1>>Cc1nn(C)cc1C1CCCN1,38,40,0,[],train,train
SMILES:Cc1nnn(C)c1-c1cc([N+](=O)[O-])c2cc[nH]c(=O)c2c1>>SMILES:Cc1nnn(C)c1-c1cc(N)c2c(c1)C(=O)NCC2,e971a869c8ba34e3,HYDROGENATION,Cc1nnn(C)c1-c1cc([N+](=O)[O-])c2cc[nH]c(=O)c2c1>>Cc1nnn(C)c1-c1cc(N)c2c(c1)C(=O)NCC2,74,76,0,[],test,valid
SMILES:Cl.NCC(F)(F)F.SMILES:N#CC1(COc2nc(Cl)nc(N3CCC(c4n[nH]c5ncccc45)CC3)n2)CC1>>SMILES:N#CC1(COc2nc(C(=O)NCC(F)(F)F)nc(N3CCC(c4n[nH]c5ncccc45)CC3)n2)CC1,89da7225ff764b79,CARBONYLATION,Cl.NCC(F)(F)F.N#CC1(COc2nc(Cl)nc(N3CCC(c4n[nH]c5ncccc45)CC3)n2)CC1>>N#CC1(COc2nc(C(=O)NCC(F)(F)F)nc(N3CCC(c4n[nH]c5ncccc45)CC3)n2)CC1,124,126,0,[],train,train
SMILES:Clc1cc(Cl)n2nnnc2n1>>SMILES:Clc1cc(-c2ccccc2)n2nnnc2n1,f570f4fc2864e5e9,SUZUKI,Clc1cc(Cl)n2nnnc2n1>>Clc1cc(-c2ccccc2)n2nnnc2n1,43,45,0,[],train,train
SMILES:Clc1cccc(Br)c1.SMILES:O=C1Cc2cncnc2N1>>SMILES:O=C1Nc2ncncc2C1c1cccc(Cl)c1,ac57a6d77ad3f9a2,PD COUPLING,Clc1cccc(Br)c1.O=C1Cc2cncnc2N1>>O=C1Nc2ncncc2C1c1cccc(Cl)c1,55,57,0,[],valid,test
SMILES:Clc1ncnc2[nH]cc(I)c12.SMILES:N#Cc1cccc(B(O)O)c1>>SMILES:N#Cc1cccc(-c2c[nH]c3ncnc(Cl)c23)c1,c2047ddf232e8a43,SUZUKI,Clc1ncnc2[nH]cc(I)c12.N#Cc1cccc(B(O)O)c1>>N#Cc1cccc(-c2c[nH]c3ncnc(Cl)c23)c1,67,69,0,[],train,valid
SMILES:Clc1ncnc2[nH]cc(I)c12.SMILES:O=C(O[C@H](c1ccc(Cl)c(F)c1)[C@H]1OC(O)[C@H](O)[C@@H]1O)c1ccccc1>>SMILES:O=C(O[C@H](c1ccc(Cl)c(F)c1)[C@H]1OC(n2cc(I)c3c(Cl)ncnc32)[C@H](O)[C@@H]1O)c1ccccc1,0536ec40986f0dc2,MITSUNOBU,Clc1ncnc2[nH]cc(I)c12.O=C(O[C@H](c1ccc(Cl)c(F)c1)[C@H]1OC(O)[C@H](O)[C@@H]1O)c1ccccc1>>O=C(O[C@H](c1ccc(Cl)c(F)c1)[C@H]1OC(n2cc(I)c3c(Cl)ncnc32)[C@H](O)[C@@H]1O)c1ccccc1,127,129,0,[],train,train
SMILES:Cn1cc(-c2cn3nc(C(=O)O)cc3c(O)n2)cn1>>SMILES:Cn1cc(-c2cn3nccc3c(O)n2)cn1,8115a6c1565afd45,DECARBOXYLATION,Cn1cc(-c2cn3nc(C(=O)O)cc3c(O)n2)cn1>>Cn1cc(-c2cn3nccc3c(O)n2)cn1,63,65,0,[],train,train
SMILES:Cn1ccc([C@@H]2CCCN2Cc2ccc(Oc3ccc(C(N)=O)c(O)c3)cc2)n1>>SMILES:Cn1ccc([C@@H]2CCCN2Cc2ccc(Oc3cc(O)c(C(N)=O)c(O)c3)cc2)n1,d7045c8ff0486907,BIOMIMETIC OXIDATION,Cn1ccc([C@@H]2CCCN2Cc2ccc(Oc3ccc(C(N)=O)c(O)c3)cc2)n1>>Cn1ccc([C@@H]2CCCN2Cc2ccc(Oc3cc(O)c(C(N)=O)c(O)c3)cc2)n1,100,102,0,[],train,valid
SMILES:Cn1ccnc1Br.SMILES:Nc1cccnc1>>SMILES:Cn1ccnc1Nc1cccnc1,862b68420d79d2fd,BUCHWALD,Cn1ccnc1Br.Nc1cccnc1>>Cn1ccnc1Nc1cccnc1,37,39,0,[],train,train
SMILES:Cn1ccnc1Cl.SMILES:Nc1cccnc1>>SMILES:Cn1ccnc1Nc1cccnc1,6b2db220804b2639,BUCHWALD,Cn1ccnc1Cl.Nc1cccnc1>>Cn1ccnc1Nc1cccnc1,37,39,0,[],train,valid
SMILES:Cn1ccnc1N.SMILES:Ic1cccnc1>>SMILES:Cn1ccnc1Nc1cccnc1,412bcee1e3e671e0,BUCHWALD,Cn1ccnc1N.Ic1cccnc1>>Cn1ccnc1Nc1cccnc1,37,39,0,[],test,train
SMILES:Cn1cnc2ccc(Br)cc21.SMILES:OB(O)B(O)O>>SMILES:Cn1cnc2ccc(B(O)O)cc21,8bd6ddf505733624,SUZUKI,Cn1cnc2ccc(Br)cc21.OB(O)B(O)O>>Cn1cnc2ccc(B(O)O)cc21,50,52,0,[],train,train
SMILES:Cn1nccc1B1OC(C)(C)C(C)(C)O1.SMILES:O=C1NCCc2c(Cl)cccc21>>SMILES:Cn1nccc1-c1cccc2c1CCNC2=O,59bc1962788c4ed1,SUZUKI,Cn1nccc1B1OC(C)(C)C(C)(C)O1.O=C1NCCc2c(Cl)cccc21>>Cn1nccc1-c1cccc2c1CCNC2=O,73,75,0,[],train,train
SMILES:Ic1ccccn1.SMILES:OB(O)c1cc(Br)ncc1F>>SMILES:Fc1cnc(Br)cc1-c1ccccn1,ba1e1afb54f93291,SUZUKI,Ic1ccccn1.OB(O)c1cc(Br)ncc1F>>Fc1cnc(Br)cc1-c1ccccn1,49,51,0,[],test,test
SMILES:NC12CC(C1)C2.SMILES:Nc1ncncc1OCC1CCN(c2cc(Cl)nc(OC[C@H]3CCCO3)n2)CC1>>SMILES:Nc1ncncc1OCC1CCN(c2cc(C(=O)NC34CC(C3)C4)nc(OC[C@H]3CCCO3)n2)CC1,f97dad611c0d8f90,CARBONYLATION,NC12CC(C1)C2.Nc1ncncc1OCC1CCN(c2cc(Cl)nc(OC[C@H]3CCCO3)n2)CC1>>Nc1ncncc1OCC1CCN(c2cc(C(=O)NC34CC(C3)C4)nc(OC[C@H]3CCCO3)n2)CC1,116,118,0,[],valid,train
SMILES:Nc1cc(Br)ccn1.SMILES:OB(O)c1cc(C(F)(F)F)ccc1O>>SMILES:Nc1cc(-c2cc(C(F)(F)F)ccc2O)ccn1,eec70495d90e9356,SUZUKI,Nc1cc(Br)ccn1.OB(O)c1cc(C(F)(F)F)ccc1O>>Nc1cc(-c2cc(C(F)(F)F)ccc2O)ccn1,69,71,0,[],train,train
SMILES:Nc1cc(Br)ccn1.SMILES:OB(O)c1cc(Cl)ccc1O>>SMILES:Nc1cc(-c2cc(Cl)ccc2O)ccn1,fbcf39ad0c35c68b,SUZUKI,Nc1cc(Br)ccn1.OB(O)c1cc(Cl)ccc1O>>Nc1cc(-c2cc(Cl)ccc2O)ccn1,55,57,0,[],train,train
SMILES:Nc1nc(NNC(=O)c2ccco2)c2ccn(CCO)c2n1>>SMILES:Nc1nc2c(ccn2CCO)c2nc(-c3ccco3)nn12,70b1306282700c3c,LEWIS ACID,Nc1nc(NNC(=O)c2ccco2)c2ccn(CCO)c2n1>>Nc1nc2c(ccn2CCO)c2nc(-c3ccco3)nn12,70,72,0,[],train,train
SMILES:Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCc4nnn[nH]4)C(=O)OCc4ccccc4)cc3)c2c(=O)[nH]1>>SMILES:Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCc4nnn[nH]4)C(=O)O)cc3)c2c(=O)[nH]1,f9128cfa7066ff9e,HYDROGENATION,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCc4nnn[nH]4)C(=O)OCc4ccccc4)cc3)c2c(=O)[nH]1>>Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCc4nnn[nH]4)C(=O)O)cc3)c2c(=O)[nH]1,122,124,0,[],train,test
SMILES:Nc1nnc(C[C@H]2CC[C@@H](c3nnc(N)s3)C2)s1.SMILES:O=C(O)Cc1ccccn1>>SMILES:O=C(Cc1ccccn1)Nc1nnc(C[C@H]2CC[C@@H](c3nnc(NC(=O)Cc4ccccn4)s3)C2)s1,225c16bf4d97a02c,AMIDE COUPLING,Nc1nnc(C[C@H]2CC[C@@H](c3nnc(N)s3)C2)s1.O=C(O)Cc1ccccn1>>O=C(Cc1ccccn1)Nc1nnc(C[C@H]2CC[C@@H](c3nnc(NC(=O)Cc4ccccn4)s3)C2)s1,105,107,0,[],train,test
SMILES:O=C(Cc1ccccn1)Nc1ccc(C[C@@H]2CC[C@H](c3nnc(NC(=O)Cc4ccccn4)s3)C2)nn1>>SMILES:Nc1ccc(C[C@@H]2CC[C@H](c3nnc(NC(=O)Cc4ccccn4)s3)C2)nn1,5c5dbeeef71f3a2a,STABILITY TEST,O=C(Cc1ccccn1)Nc1ccc(C[C@@H]2CC[C@H](c3nnc(NC(=O)Cc4ccccn4)s3)C2)nn1>>Nc1ccc(C[C@@H]2CC[C@H](c3nnc(NC(=O)Cc4ccccn4)s3)C2)nn1,105,107,0,[],train,train
SMILES:O=C(O)/C=C(\c1ccccc1)C(F)(F)F>>SMILES:O=C(O)CC(c1ccccc1)C(F)(F)F,6bfd4c3754fde61f,HYDROGENATION,O=C(O)/C=C(\c1ccccc1)C(F)(F)F>>O=C(O)CC(c1ccccc1)C(F)(F)F,56,58,0,[],test,train
SMILES:O=C(O)Cc1cccc(CO)c1>>SMILES:O=C(O)CC1CCCC(CO)C1,e17adeaa3b76b419,HYDROGENATION,O=C(O)Cc1cccc(CO)c1>>O=C(O)CC1CCCC(CO)C1,39,41,0,[],test,train
SMILES:O=C(OCC(F)F)N1CC[C@](CO)(Nc2nc(N3CCOCC3)nc(Cl)c2F)C1>>SMILES:O=C(OCC(F)F)N1CC[C@](CO)(Nc2nc(N3CCOCC3)nc(Cl)c2F)C1,4f53cda18c2baa0c,SOLID FORM,O=C(OCC(F)F)N1CC[C@](CO)(Nc2nc(N3CCOCC3)nc(Cl)c2F)C1>>O=C(OCC(F)F)N1CC[C@](CO)(Nc2nc(N3CCOCC3)nc(Cl)c2F)C1,97,99,0,[],train,train
SMILES:O=C(OCc1ccccc1)N1CCC2(C=C2)CC1.SMILES:OB(O)c1ccccc1>>SMILES:O=C(OCc1ccccc1)N1CCC2(CC1)CC2c1ccccc1,1db47366d415154a,RH COUPLING,O=C(OCc1ccccc1)N1CCC2(C=C2)CC1.OB(O)c1ccccc1>>O=C(OCc1ccccc1)N1CCC2(CC1)CC2c1ccccc1,82,84,0,[],train,train
SMILES:O=C(OO)c1cccc(Cl)c1.SMILES:O=C([C@@H]1CCCN(c2ccc3nc(C4(n5cc(Cl)cn5)CC4)[nH]c3n2)C1)N1CCCC1>>SMILES:O=C([C@@H]1CCCN(c2cc(O)c3nc(C4(n5cc(Cl)cn5)CC4)[nH]c3n2)C1)N1CCCC1,086ff899a889fa5e,BIOMIMETIC OXIDATION,O=C(OO)c1cccc(Cl)c1.O=C([C@@H]1CCCN(c2ccc3nc(C4(n5cc(Cl)cn5)CC4)[nH]c3n2)C1)N1CCCC1>>O=C([C@@H]1CCCN(c2cc(O)c3nc(C4(n5cc(Cl)cn5)CC4)[nH]c3n2)C1)N1CCCC1,131,133,0,[],train,valid
SMILES:O=C([C@@H]1CCCN(c2ccc3nc(C4(n5cc(Cl)cn5)CC4)[nH]c3n2)C1)N1CCCC1.SMILES:O=Ic1ccccc1>>SMILES:O=C([C@@H]1CCCN(c2cc(O)c3nc(C4(n5cc(Cl)cn5)CC4)[nH]c3n2)C1)N1CCCC1,f13faa937529bccc,BIOMIMETIC OXIDATION,O=C([C@@H]1CCCN(c2ccc3nc(C4(n5cc(Cl)cn5)CC4)[nH]c3n2)C1)N1CCCC1.O=Ic1ccccc1>>O=C([C@@H]1CCCN(c2cc(O)c3nc(C4(n5cc(Cl)cn5)CC4)[nH]c3n2)C1)N1CCCC1,124,126,0,[],train,test
SMILES:O=C([C@@H]1CCCN(c2ccc3nc(C4(n5cc(Cl)cn5)CC4)[nH]c3n2)C1)N1CCCC1.SMILES:O=S(=O)(O)O[O-].O=S(=O)(O)O[O-].O=S(=O)([O-])O.O=S(=O)([O-])[O-].[K+].[K+].[K+].[K+].[K+]>>SMILES:O=C([C@@H]1CCCN(c2cc(O)c3nc(C4(n5cc(Cl)cn5)CC4)[nH]c3n2)C1)N1CCCC1,904892c85797cbaf,BIOMIMETIC OXIDATION,O=C([C@@H]1CCCN(c2ccc3nc(C4(n5cc(Cl)cn5)CC4)[nH]c3n2)C1)N1CCCC1.O=S(=O)(O)O[O-].O=S(=O)(O)O[O-].O=S(=O)([O-])O.O=S(=O)([O-])[O-].[K+].[K+].[K+].[K+].[K+]>>O=C([C@@H]1CCCN(c2cc(O)c3nc(C4(n5cc(Cl)cn5)CC4)[nH]c3n2)C1)N1CCCC1,172,174,0,[],train,train
SMILES:O=C([C@@H]1CCCN(c2ccc3nc(C4(n5cc(Cl)cn5)CC4)[nH]c3n2)C1)N1CCCC1.SMILES:OO>>SMILES:O=C([C@@H]1CCCN(c2cc(O)c3nc(C4(n5cc(Cl)cn5)CC4)[nH]c3n2)C1)N1CCCC1,eb295bd8d839a6cf,BIOMIMETIC OXIDATION,O=C([C@@H]1CCCN(c2ccc3nc(C4(n5cc(Cl)cn5)CC4)[nH]c3n2)C1)N1CCCC1.OO>>O=C([C@@H]1CCCN(c2cc(O)c3nc(C4(n5cc(Cl)cn5)CC4)[nH]c3n2)C1)N1CCCC1,115,117,0,[],train,valid
